
Image Name                     PID Session Name        Session#    Mem Usage Status          User Name                                              CPU Time Window Title                                                            
chrome.exe                   28028 Console                    1     66,776 K Unknown         DESKTOP-R604OCC\User                                    0:00:14 N/A                                                                     
Taskmgr.exe                  24176 Console                    1     57,908 K Running         DESKTOP-R604OCC\User                                    0:05:39 Task Manager                                                            
chrome.exe                   21320 Console                    1     71,516 K Unknown         DESKTOP-R604OCC\User                                    0:00:04 N/A                                                                     
chrome.exe                   17356 Console                    1     71,280 K Unknown         DESKTOP-R604OCC\User                                    0:00:06 N/A                                                                     
chrome.exe                   15060 Console                    1     97,652 K Unknown         DESKTOP-R604OCC\User                                    0:00:08 N/A                                                                     
chrome.exe                   11856 Console                    1     52,904 K Unknown         DESKTOP-R604OCC\User                                    0:00:00 N/A                                                                     
chrome.exe                   17224 Console                    1     76,252 K Unknown         DESKTOP-R604OCC\User                                    0:00:16 N/A                                                                     
chrome.exe                    8684 Console                    1     58,000 K Unknown         DESKTOP-R604OCC\User                                    0:00:01 N/A                                                                     
chrome.exe                   24052 Console                    1    109,060 K Unknown         DESKTOP-R604OCC\User                                    0:00:09 N/A                                                                     
chrome.exe                   14880 Console                    1     47,596 K Unknown         DESKTOP-R604OCC\User                                    0:00:00 N/A                                                                     
chrome.exe                   19072 Console                    1     48,072 K Unknown         DESKTOP-R604OCC\User                                    0:00:00 N/A                                                                     
chrome.exe                   24448 Console                    1    109,100 K Unknown         DESKTOP-R604OCC\User                                    0:00:10 N/A                                                                     
chrome.exe                     816 Console                    1     47,964 K Unknown         DESKTOP-R604OCC\User                                    0:00:00 N/A                                                                     
chrome.exe                    1036 Console                    1     40,264 K Unknown         DESKTOP-R604OCC\User                                    0:00:00 N/A                                                                     
chrome.exe                   15300 Console                    1    143,612 K Unknown         DESKTOP-R604OCC\User                                    0:00:11 N/A                                                                     
chrome.exe                   31908 Console                    1    118,584 K Unknown         DESKTOP-R604OCC\User                                    0:00:12 N/A                                                                     
chrome.exe                   23584 Console                    1    135,396 K Unknown         DESKTOP-R604OCC\User                                    0:01:21 N/A                                                                     
chrome.exe                    1692 Console                    1    120,832 K Unknown         DESKTOP-R604OCC\User                                    0:00:09 N/A                                                                     
chrome.exe                   23652 Console                    1     82,020 K Unknown         DESKTOP-R604OCC\User                                    0:00:03 N/A                                                                     
chrome.exe                   33344 Console                    1    115,432 K Unknown         DESKTOP-R604OCC\User                                    0:00:22 N/A                                                                     
chrome.exe                   32272 Console                    1    103,284 K Unknown         DESKTOP-R604OCC\User                                    0:00:03 N/A                                                                     
chrome.exe                   29872 Console                    1     67,948 K Unknown         DESKTOP-R604OCC\User                                    0:00:03 N/A                                                                     
chrome.exe                    2044 Console                    1     76,396 K Unknown         DESKTOP-R604OCC\User                                    0:00:02 N/A                                                                     
opera.exe                    24300 Console                    1    226,488 K Running         DESKTOP-R604OCC\User                                    0:02:09 python - How to concatenate (join) items in a list to a single string - 
opera_crashreporter.exe       4848 Console                    1     11,092 K Running         DESKTOP-R604OCC\User                                    0:00:00 N/A                                                                     
opera.exe                    14640 Console                    1    149,796 K Running         DESKTOP-R604OCC\User                                    0:00:13 N/A                                                                     
opera.exe                     5804 Console                    1     49,752 K Unknown         DESKTOP-R604OCC\User                                    0:00:29 N/A                                                                     
opera.exe                    19936 Console                    1     20,380 K Unknown         DESKTOP-R604OCC\User                                    0:00:03 N/A                                                                     
opera.exe                    17964 Console                    1     47,000 K Unknown         DESKTOP-R604OCC\User                                    0:00:02 N/A                                                                     
opera.exe                    34736 Console                    1     53,684 K Unknown         DESKTOP-R604OCC\User                                    0:00:02 N/A                                                                     
opera.exe                    28112 Console                    1     93,224 K Unknown         DESKTOP-R604OCC\User                                    0:00:03 N/A                                                                     
opera.exe                    27572 Console                    1     91,724 K Unknown         DESKTOP-R604OCC\User                                    0:00:05 N/A                                                                     
opera.exe                    30180 Console                    1     60,980 K Unknown         DESKTOP-R604OCC\User                                    0:00:03 N/A                                                                     
opera.exe                    15396 Console                    1     94,336 K Unknown         DESKTOP-R604OCC\User                                    0:00:05 N/A                                                                     
opera.exe                    33720 Console                    1    128,100 K Unknown         DESKTOP-R604OCC\User                                    0:00:11 N/A                                                                     
opera.exe                    12408 Console                    1     43,700 K Unknown         DESKTOP-R604OCC\User                                    0:00:02 N/A                                                                     
opera.exe                    31616 Console                    1     21,828 K Unknown         DESKTOP-R604OCC\User                                    0:00:03 N/A                                                                     
opera.exe                    25396 Console                    1     54,808 K Unknown         DESKTOP-R604OCC\User                                    0:00:05 N/A                                                                     
opera.exe                    26996 Console                    1     62,116 K Unknown         DESKTOP-R604OCC\User                                    0:00:02 N/A                                                                     
opera.exe                    25888 Console                    1     43,680 K Unknown         DESKTOP-R604OCC\User                                    0:00:04 N/A                                                                     
opera.exe                    32992 Console                    1     57,828 K Unknown         DESKTOP-R604OCC\User                                    0:00:05 N/A                                                                     
opera.exe                     5652 Console                    1    902,716 K Unknown         DESKTOP-R604OCC\User                                    0:00:13 N/A                                                                     
opera.exe                    30352 Console                    1     77,756 K Unknown         DESKTOP-R604OCC\User                                    0:00:04 N/A                                                                     
opera.exe                    13716 Console                    1     46,396 K Unknown         DESKTOP-R604OCC\User                                    0:00:02 N/A                                                                     
opera.exe                    18928 Console                    1     48,868 K Unknown         DESKTOP-R604OCC\User                                    0:00:02 N/A                                                                     
opera.exe                    33384 Console                    1     70,144 K Unknown         DESKTOP-R604OCC\User                                    0:00:04 N/A                                                                     
opera.exe                    21704 Console                    1     77,284 K Unknown         DESKTOP-R604OCC\User                                    0:00:03 N/A                                                                     
opera.exe                    12384 Console                    1     68,928 K Unknown         DESKTOP-R604OCC\User                                    0:00:03 N/A                                                                     
opera.exe                    24696 Console                    1    149,692 K Unknown         DESKTOP-R604OCC\User                                    0:00:19 N/A                                                                     
opera.exe                    13348 Console                    1    114,836 K Unknown         DESKTOP-R604OCC\User                                    0:00:06 N/A                                                                     
opera.exe                     9792 Console                    1     67,748 K Unknown         DESKTOP-R604OCC\User                                    0:00:04 N/A                                                                     
opera.exe                     1556 Console                    1     90,872 K Unknown         DESKTOP-R604OCC\User                                    0:00:03 N/A                                                                     
opera.exe                    18712 Console                    1     67,032 K Unknown         DESKTOP-R604OCC\User                                    0:00:03 N/A                                                                     
opera.exe                     2828 Console                    1     95,080 K Unknown         DESKTOP-R604OCC\User                                    0:00:12 N/A                                                                     
opera.exe                    31344 Console                    1     66,572 K Unknown         DESKTOP-R604OCC\User                                    0:00:03 N/A                                                                     
opera.exe                    18392 Console                    1     68,892 K Unknown         DESKTOP-R604OCC\User                                    0:00:04 N/A                                                                     
opera.exe                    25400 Console                    1     66,756 K Unknown         DESKTOP-R604OCC\User                                    0:00:03 N/A                                                                     
opera.exe                    23024 Console                    1     67,096 K Unknown         DESKTOP-R604OCC\User                                    0:00:03 N/A                                                                     
opera.exe                    16328 Console                    1     66,996 K Unknown         DESKTOP-R604OCC\User                                    0:00:04 N/A                                                                     
opera.exe                    32416 Console                    1     67,496 K Unknown         DESKTOP-R604OCC\User                                    0:00:03 N/A                                                                     
opera.exe                    32948 Console                    1    112,952 K Unknown         DESKTOP-R604OCC\User                                    0:00:10 N/A                                                                     
opera.exe                    22832 Console                    1     67,136 K Unknown         DESKTOP-R604OCC\User                                    0:00:03 N/A                                                                     
opera.exe                     8624 Console                    1     66,592 K Unknown         DESKTOP-R604OCC\User                                    0:00:03 N/A                                                                     
dllhost.exe                  34764 Console                    1      9,972 K Running         DESKTOP-R604OCC\User                                    0:00:00 OleMainThreadWndName                                                    
opera.exe                     7568 Console                    1     84,172 K Unknown         DESKTOP-R604OCC\User                                    0:00:03 N/A                                                                     
chrome.exe                   11784 Console                    1    124,132 K Unknown         DESKTOP-R604OCC\User                                    0:02:24 N/A                                                                     
svchost.exe                   2196 Services                   0      6,064 K Unknown         N/A                                                     0:00:00 N/A                                                                     
taskhostw.exe                21096 Console                    1     18,868 K Running         DESKTOP-R604OCC\User                                    0:00:00 Task Host Window                                                        
MoUsoCoreWorker.exe          35392 Services                   0     24,276 K Unknown         N/A                                                     0:00:03 N/A                                                                     
audiodg.exe                  35892 Services                   0     19,220 K Unknown         N/A                                                     0:04:50 N/A                                                                     
chrome.exe                    1768 Console                    1     21,088 K Unknown         DESKTOP-R604OCC\User                                    0:00:00 N/A                                                                     
chrome.exe                   29612 Console                    1     99,560 K Unknown         DESKTOP-R604OCC\User                                    0:00:02 N/A                                                                     
chrome.exe                    6200 Console                    1    103,156 K Unknown         DESKTOP-R604OCC\User                                    0:00:03 N/A                                                                     
chrome.exe                    3144 Console                    1    109,240 K Unknown         DESKTOP-R604OCC\User                                    0:00:03 N/A                                                                     
chrome.exe                   25056 Console                    1     78,140 K Unknown         DESKTOP-R604OCC\User                                    0:00:13 N/A                                                                     
chrome.exe                   29724 Console                    1     73,432 K Unknown         DESKTOP-R604OCC\User                                    0:00:02 N/A                                                                     
chrome.exe                   29344 Console                    1     77,540 K Unknown         DESKTOP-R604OCC\User                                    0:00:00 N/A                                                                     
chrome.exe                   21236 Console                    1    165,832 K Unknown         DESKTOP-R604OCC\User                                    0:02:34 N/A                                                                     
chrome.exe                   34620 Console                    1     71,232 K Unknown         DESKTOP-R604OCC\User                                    0:00:00 N/A                                                                     
chrome.exe                   32672 Console                    1     43,812 K Unknown         DESKTOP-R604OCC\User                                    0:00:00 N/A                                                                     
dllhost.exe                  35368 Console                    1     15,720 K Running         DESKTOP-R604OCC\User                                    0:00:00 OleMainThreadWndName                                                    
jcef_helper.exe              30912 Console                    1     33,512 K Running         DESKTOP-R604OCC\User                                    0:00:00 OleMainThreadWndName                                                    
jcef_helper.exe              35688 Console                    1     23,344 K Unknown         DESKTOP-R604OCC\User                                    0:00:00 N/A                                                                     
chrome.exe                   27272 Console                    1     97,628 K Unknown         DESKTOP-R604OCC\User                                    0:00:02 N/A                                                                     
chrome.exe                    3536 Console                    1     88,664 K Unknown         DESKTOP-R604OCC\User                                    0:00:02 N/A                                                                     
chrome.exe                   11980 Console                    1     53,256 K Unknown         DESKTOP-R604OCC\User                                    0:00:00 N/A                                                                     
chrome.exe                   18836 Console                    1    125,316 K Unknown         DESKTOP-R604OCC\User                                    0:00:08 N/A                                                                     
chrome.exe                   33940 Console                    1     76,928 K Unknown         DESKTOP-R604OCC\User                                    0:00:29 N/A                                                                     
chrome.exe                   12944 Console                    1     77,544 K Unknown         DESKTOP-R604OCC\User                                    0:00:01 N/A                                                                     
svchost.exe                  17944 Services                   0      6,776 K Unknown         N/A                                                     0:00:00 N/A                                                                     
chrome.exe                   36400 Console                    1    121,992 K Unknown         DESKTOP-R604OCC\User                                    0:00:02 N/A                                                                     
chrome.exe                   13340 Console                    1    168,860 K Unknown         DESKTOP-R604OCC\User                                    0:00:07 N/A                                                                     
chrome.exe                   30980 Console                    1    104,168 K Unknown         DESKTOP-R604OCC\User                                    0:00:01 N/A                                                                     
chrome.exe                   32576 Console                    1    117,976 K Unknown         DESKTOP-R604OCC\User                                    0:00:03 N/A                                                                     
chrome.exe                   23612 Console                    1     67,220 K Unknown         DESKTOP-R604OCC\User                                    0:00:00 N/A                                                                     
chrome.exe                   16372 Console                    1     56,028 K Unknown         DESKTOP-R604OCC\User                                    0:00:00 N/A                                                                     
chrome.exe                    9428 Console                    1    119,192 K Unknown         DESKTOP-R604OCC\User                                    0:00:03 N/A                                                                     
chrome.exe                   29920 Console                    1    133,004 K Unknown         DESKTOP-R604OCC\User                                    0:00:03 N/A                                                                     
chrome.exe                   19712 Console                    1    139,852 K Unknown         DESKTOP-R604OCC\User                                    0:00:03 N/A                                                                     
chrome.exe                   13632 Console                    1     56,664 K Unknown         DESKTOP-R604OCC\User                                    0:00:00 N/A                                                                     
svchost.exe                   9872 Services                   0      8,276 K Unknown         N/A                                                     0:00:00 N/A                                                                     
svchost.exe                  11940 Services                   0      9,056 K Unknown         N/A                                                     0:00:00 N/A                                                                     
chrome.exe                    3772 Console                    1     34,836 K Unknown         DESKTOP-R604OCC\User                                    0:00:00 N/A                                                                     
opera.exe                     2984 Console                    1    136,876 K Unknown         DESKTOP-R604OCC\User                                    0:00:01 N/A                                                                     
opera.exe                    31176 Console                    1     88,316 K Unknown         DESKTOP-R604OCC\User                                    0:00:01 N/A                                                                     
opera.exe                    28928 Console                    1    143,156 K Unknown         DESKTOP-R604OCC\User                                    0:00:04 N/A                                                                     
opera.exe                    32480 Console                    1     83,920 K Unknown         DESKTOP-R604OCC\User                                    0:00:00 N/A                                                                     
opera.exe                    30784 Console                    1     55,368 K Unknown         DESKTOP-R604OCC\User                                    0:00:00 N/A                                                                     
svchost.exe                  26420 Services                   0     18,252 K Unknown         N/A                                                     0:00:00 N/A                                                                     
smartscreen.exe              22336 Console                    1     24,636 K Running         DESKTOP-R604OCC\User                                    0:00:00 OleMainThreadWndName                                                    
powershell_ise.exe           35560 Console                    1    160,384 K Running         DESKTOP-R604OCC\User                                    0:00:02 Administrator: Windows PowerShell ISE                                   
SearchProtocolHost.exe       13296 Services                   0     14,040 K Unknown         N/A                                                     0:00:00 N/A                                                                     
SearchFilterHost.exe          4804 Services                   0      8,164 K Unknown         N/A                                                     0:00:00 N/A                                                                     
python.exe                   14356 Console                    1     12,876 K Unknown         DESKTOP-R604OCC\User                                    0:00:00 N/A                                                                     
conhost.exe                  31684 Console                    1     12,040 K Unknown         DESKTOP-R604OCC\User                                    0:00:00 N/A                                                                     
cmd.exe                        828 Console                    1      5,104 K Unknown         DESKTOP-R604OCC\User                                    0:00:00 N/A                                                                     
tasklist.exe                  5564 Console                    1     11,940 K Unknown         DESKTOP-R604OCC\User                                    0:00:00 N/A                                                                     
clip.exe                     30008 Console                    1      5,172 K Unknown         DESKTOP-R604OCC\User                                    0:00:00 N/A                                                                     
WmiPrvSE.exe                 24036 Services                   0     11,408 K Unknown         N/A                                                     0:00:00 N/A                                                                     
